ASV	1CH	3	24	And the sons of Elioenai: Hodaviah, and Eliashib, and Pelaiah, and Akkub, and Johanan, and Delaiah, and Anani, seven.
ASV	1CH	4	1	The sons of Judah: Perez, Hezron, and Carmi, and Hur, and Shobal.
ASV	1CH	4	2	And Reaiah the son of Shobal begat Jahath; and Jahath begat Ahumai and Lahad. These are the families of the Zorathites.
ASV	1CH	4	3	And these were the sons of the father of Etam: Jezreel, and Ishma, and Idbash; and the name of their sister was Hazzelelponi;
ASV	1CH	4	4	and Penuel the father of Gedor, and Ezer the father of Hushah. These are the sons of Hur, the first-born of Ephrathah, the father of Beth-lehem.
ASV	1CH	4	5	And Ashhur the father of Tekoa had two wives, Helah and Naarah.
ASV	1CH	4	6	And Naarah bare him Ahuzzam, and Hepher, and Temeni, and Haahashtari. These were the sons of Naarah.
ASV	1CH	4	7	And the sons of Helah were Zereth, Izhar, and Ethnan.
ASV	1CH	4	8	And Hakkoz begat Anub, and Zobebah, and the families of Aharhel the son of Harum.
ASV	1CH	4	9	And Jabez was more honorable than his brethren: and his mother called his name Jabez, saying, Because I bare him with sorrow.
ASV	1CH	4	10	And Jabez called on the God of Israel, saying, Oh that thou wouldest bless me indeed, and enlarge my border, and that thy hand might be with me, and that thou wouldest keep me from evil, that it be not to my sorrow! And God granted him that which he requested.
ASV	1CH	4	11	And Chelub the brother of Shuhah begat Mehir, who was the father of Eshton.
ASV	1CH	4	12	And Eshton begat Beth-rapha, and Paseah, and Tehinnah the father of Ir-nahash. These are the men of Recah.
ASV	1CH	4	13	And the sons of Kenaz: Othniel, and Seraiah. And the sons of Othniel: Hathath.
ASV	1CH	4	14	And Meonothai begat Ophrah: and Seraiah begat Joab the father of Ge-harashim; for they were craftsmen.
ASV	1CH	4	15	And the sons of Caleb the son of Jephunneh: Iru, Elah, and Naam; and the sons of Elah; and Kenaz.
ASV	1CH	4	16	And the sons of Jehallelel: Ziph, and Ziphah, Tiria, and Asarel.
ASV	1CH	4	17	And the sons of Ezrah: Jether, and Mered, and Epher, and Jalon; and she bare Miriam, and Shammai, and Ishbah the father of Eshtemoa.
ASV	1CH	4	18	And his wife the Jewess bare Jered the father of Gedor, and Heber the father of Soco, and Jekuthiel the father of Zanoah. And these are the sons of Bithiah the daughter of Pharaoh, whom Mered took.
ASV	1CH	4	19	And the sons of the wife of Hodiah, the sister of Naham, were the father of Keilah the Garmite, and Eshtemoa the Maacathite.
